Violation ID,Vehicle ID,First Occurrence,Last Occurrence,Violation Status,Violation Type,Bus Route ID,Violation Latitude,Violation Longitude,Stop ID,Stop Name,Bus Stop Latitude,Bus Stop Longitude,Violation Georeference,Bus Stop Georeference
352310303,2d3d13edcd28dc868474078a26e253d1254cba77eab19782330819ed6053627c,01/31/2023 09:52:35 AM,01/31/2023 12:21:01 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6535368333333,-73.9496928333333,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.9496928333333 40.6535368333333),POINT (-73.950113 40.655011)
352308285,b6023cb9fb5024fd9cd6fd644696896fa9410b06c4990fe788d3dcf63f4d39e4,01/31/2023 04:21:33 PM,01/31/2023 04:27:34 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6422833333333,-73.9515583333333,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.9515583333333 40.6422833333333),POINT (-73.95136 40.641107)
352308237,f9b21667d7870df95fe21a74f586ba2f87402057490f4a241650e0ae65995734,01/31/2023 05:41:00 PM,01/31/2023 06:09:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63381,-73.947765,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947765 40.63381),POINT (-73.948517 40.640085)
352308236,f648f40a46e9c855b049c40b6806adf2be42ac70b7f9582906c8cb2a68fe636d,01/31/2023 04:10:34 PM,01/31/2023 04:20:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6311433333333,-73.9474733333333,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9474733333333 40.6311433333333),POINT (-73.945851 40.62188)
352307986,439777b5a32cc60838c38430cc80254b3acccda7a2ce703ba2aae6bbbee2eb18,01/31/2023 04:10:18 PM,01/31/2023 04:19:54 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6300516666667,-73.9474066666667,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9474066666667 40.6300516666667),POINT (-73.945851 40.62188)
352296172,b9fdcd7d14de6486d03bff334f5c9a5148d211ab69a4af6b49b9b7dd5a7215e3,01/31/2023 09:46:00 AM,01/31/2023 10:34:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6600105,-73.95356083,303945,ROGERS AV/CLARKSON AV,40.65552,-73.952902,POINT (-73.95356083 40.6600105),POINT (-73.952902 40.65552)
352291383,f7080c389a4fc1d1916de2c29712a16faf8edcf8085d723b949f65e78af7106f,01/31/2023 09:40:37 AM,01/31/2023 09:48:37 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6628645,-73.9507586666667,303463,NOSTRAND AV/EMPIRE BL,40.663474,-73.951015,POINT (-73.9507586666667 40.6628645),POINT (-73.951015 40.663474)
352291382,8f0c8195c94e6db96ee13ff347170679c0667aab215f6b6d5de7b0d67a453133,01/31/2023 09:44:00 AM,01/31/2023 09:52:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.65310683,-73.94965533,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.94965533 40.65310683),POINT (-73.950113 40.655011)
352291372,e233019eecbe9466eafaf24d74c24ad4f8905c69938ae8b1fbff2da583ff20c5,01/31/2023 09:51:00 AM,01/31/2023 09:59:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63503533,-73.947835,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947835 40.63503533),POINT (-73.948517 40.640085)
352291371,1adab5dd5563fd947b8ed7968ee32016c87ef4087c8830a757b974a7ed53a5d1,01/31/2023 07:34:17 AM,01/31/2023 09:46:14 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6667891666667,-73.950706,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950706 40.6667891666667),POINT (-73.950508 40.670871)
352285368,938243a1748decb6ce56d72bcfeb3cf9aa2a90b4a24c6a0e7614f424976843a6,01/31/2023 08:37:54 AM,01/31/2023 08:48:20 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6335873333333,-73.9478073333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478073333333 40.6335873333333),POINT (-73.948517 40.640085)
352221576,209153f8610a18c7c6510b6be01f9838caf2ba9780cb46bb13c1db33c809fad4,01/30/2023 04:53:00 PM,01/30/2023 05:11:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63367267,-73.94772517,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94772517 40.63367267),POINT (-73.948517 40.640085)
352221496,f648f40a46e9c855b049c40b6806adf2be42ac70b7f9582906c8cb2a68fe636d,01/30/2023 04:52:07 PM,01/30/2023 05:13:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6308818333333,-73.9476281666667,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9476281666667 40.6308818333333),POINT (-73.945851 40.62188)
352217739,395bb3ac6581cbe6ac4c4c1cc30e00d524b31838d34471830df8673965ab8e2b,01/30/2023 04:11:00 PM,01/30/2023 04:35:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63379217,-73.94765817,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94765817 40.63379217),POINT (-73.948517 40.640085)
352210006,b503ac58cf9405f7a9c3f53282d1816e93a283fa0a21f2e5cd26555ef1726797,01/30/2023 02:47:14 PM,01/30/2023 03:27:16 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6323226666667,-73.9475685,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9475685 40.6323226666667),POINT (-73.947438 40.631827)
352209778,d711d463c098252b62d98c42ffb6032862974fa418d2bc15ad7d77cbe485303e,01/30/2023 06:35:00 PM,01/30/2023 06:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63038833,-73.94741,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94741 40.63038833),POINT (-73.945851 40.62188)
352209485,2b8b37b20420e601a2467ec5dbad699369879926c26499d29e98b7bc8bec5e70,01/30/2023 06:35:00 PM,01/30/2023 06:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.630035,-73.94740167,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94740167 40.630035),POINT (-73.945851 40.62188)
352209401,986acad31dadeaa195431b7e8f41dcb1d13b9a6bc93aae4d7ce742e9443fe79c,01/30/2023 12:03:00 PM,01/30/2023 12:25:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63551533,-73.9478865,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478865 40.63551533),POINT (-73.948517 40.640085)
352202132,4ecd2c38f6b1364fe76a5636688e1412970188e02e61f77d57d01b6c4d54dc7a,01/30/2023 06:10:45 PM,01/30/2023 06:47:47 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6306683333333,-73.9474333333333,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9474333333333 40.6306683333333),POINT (-73.945851 40.62188)
352196544,662028e6033f2ea4d7d4727be80a0cb408712f2707dc13a1479d0e265c3fa7b7,01/30/2023 12:03:47 PM,01/30/2023 12:12:50 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6319076666667,-73.9476103333333,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9476103333333 40.6319076666667),POINT (-73.947438 40.631827)
352192028,bd5f44bcb8c5040a0b68b35956d4c8a476cbd004b5ea77f45fad9ec11fd052dc,01/30/2023 12:12:00 PM,01/30/2023 12:24:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.655554,-73.95298217,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.95298217 40.655554),POINT (-73.95244 40.651173)
352185824,66a43c27a970d0df514fa344fc36f1630543472aa6bc64614e42134e308c505b,01/30/2023 11:07:00 AM,01/30/2023 11:21:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63581517,-73.94791683,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94791683 40.63581517),POINT (-73.948517 40.640085)
352179291,cd0011dc24afed1b7466ff8a6d3a8784e5399f0573bef05a5032242ed7b3fa77,01/30/2023 10:25:11 AM,01/30/2023 10:45:09 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.649316,-73.9523391666667,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.9523391666667 40.649316),POINT (-73.95136 40.641107)
352179286,7f98b5702fe07e1277e65eaed5b0b0c750643cfeaddcf0cffe5e201f0c0cdd1a,01/30/2023 07:57:00 AM,01/30/2023 10:25:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.648875,-73.952315,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.952315 40.648875),POINT (-73.95136 40.641107)
352179271,f906feeaa614d59e9d5898169d01a9912d5a2d7a7498cbf3043ab34f60dfadf4,01/30/2023 10:25:00 AM,01/30/2023 10:45:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.64919333,-73.952313,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.952313 40.64919333),POINT (-73.95136 40.641107)
352172695,1adab5dd5563fd947b8ed7968ee32016c87ef4087c8830a757b974a7ed53a5d1,01/30/2023 07:10:21 AM,01/30/2023 09:28:27 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.666648,-73.9509173333333,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9509173333333 40.666648),POINT (-73.950508 40.670871)
352172694,49d552efacda2e5da4df3880293bf0b1c77ff2d4e06726f9ee2e5d3b7ec62d21,01/30/2023 08:36:45 AM,01/30/2023 09:22:25 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6338166666667,-73.9477823333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477823333333 40.6338166666667),POINT (-73.948517 40.640085)
352171069,32dd570c4a9aa3d61b4be6eb3496de7fc8a1ff06fc1da9d95ab84c4b24b8ec4f,01/30/2023 07:57:07 AM,01/30/2023 08:11:06 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6490791666667,-73.952284,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.952284 40.6490791666667),POINT (-73.95136 40.641107)
352171049,b4e7e7f0b126a1eb660a56dc4076f4bbc8db64688abcfceca764ff8072f83b3d,01/30/2023 08:04:00 AM,01/30/2023 08:24:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.64939283,-73.95238217,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.95238217 40.64939283),POINT (-73.95136 40.641107)
352170912,0085216833bded146871fb9bd397c8dd7cee12d30754b02c2f9e35ad60ee491a,01/30/2023 07:07:42 AM,01/30/2023 07:19:25 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6295111666667,-73.9473426666667,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9473426666667 40.6295111666667),POINT (-73.945851 40.62188)
352108493,2d14554e52e26eb44ff139be3008e1da49ef12519ecabe3f8d9c8a9249a43322,01/29/2023 06:35:00 PM,01/29/2023 06:43:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63094533,-73.94747333,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94747333 40.63094533),POINT (-73.945851 40.62188)
352108474,34b4c5d28995528769534804aa4de7867287cf0b4f7b455b5d8dbb45b5faf938,01/29/2023 06:34:59 PM,01/29/2023 06:43:53 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6306106666667,-73.947447,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.947447 40.6306106666667),POINT (-73.945851 40.62188)
352108412,1de679fa1556d722a479ecc16c2a48e5defda1b7b1a0df07755054b413722862,01/29/2023 06:34:00 PM,01/29/2023 06:43:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63043267,-73.94743083,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94743083 40.63043267),POINT (-73.945851 40.62188)
352108391,d0faaf20288c07de7e91f9746a0827613b78bf7202cfddf08c6696422705f8da,01/29/2023 06:34:00 PM,01/29/2023 06:43:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63043267,-73.94743083,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94743083 40.63043267),POINT (-73.945851 40.62188)
352100579,e5d7ca83af87ea86ddd2fc93074e8c82e155ed882bbceb5077ff0929e10ccf3d,01/29/2023 05:19:00 PM,01/29/2023 05:34:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63079433,-73.94748783,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94748783 40.63079433),POINT (-73.945851 40.62188)
352038924,561dc6fbbc9188068f7ac0e8d13ed19e0b77f0219f77e060c073698c9cc77635,01/29/2023 09:31:42 AM,01/29/2023 09:45:15 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6295578333333,-73.9473655,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9473655 40.6295578333333),POINT (-73.945851 40.62188)
352023206,187146c49090dd973a62adcd79fd4ba8a8d025aa9a1663d6791eb0b59044eb9c,01/27/2023 07:37:24 PM,01/27/2023 08:10:05 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6320598333333,-73.9475983333333,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9475983333333 40.6320598333333),POINT (-73.947438 40.631827)
352023204,6a2882764e780d00dcb90e3b0bd4d4692d22f05133a287e5e2229ac4f79fc220,01/27/2023 05:28:20 PM,01/27/2023 06:01:49 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6307206666667,-73.9474868333333,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.9474868333333 40.6307206666667),POINT (-73.945851 40.62188)
352023203,576733d30172159d9aa41a96aa4cd0fadbf64a6cb36b9d1c1556f683817c4a5e,01/27/2023 01:39:00 PM,01/27/2023 01:52:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63463867,-73.94790633,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94790633 40.63463867),POINT (-73.948517 40.640085)
352023202,41c5c02941d9f2bb087845de1d9f042d598393530108dadb04698776dc727092,01/27/2023 01:37:00 PM,01/27/2023 01:51:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6361395,-73.94805933,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94805933 40.6361395),POINT (-73.948517 40.640085)
352019555,c01ab42190cb27cdc5b913c9517442b5b122bba7f10c4238cd93ebbdc194b1c7,01/28/2023 04:32:00 PM,01/28/2023 04:39:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63607083,-73.94798383,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94798383 40.63607083),POINT (-73.948517 40.640085)
351978733,3ff4dadb3f52619b0a6c7ab9f5bfbdfd004311da113ad80663619889d0ff2ea9,01/28/2023 04:41:00 PM,01/28/2023 04:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6307085,-73.94748883,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94748883 40.6307085),POINT (-73.945851 40.62188)
351978504,69874b6dadb1bbc09e7c446a828b1ac9491320ffc4d34703994b7dbd24693fd1,01/28/2023 06:24:00 PM,01/28/2023 06:36:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63497,-73.9478815,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478815 40.63497),POINT (-73.948517 40.640085)
351978497,1e93689e26d879e551c9844f244270b822e245138e7b4108725b9159994649e8,01/28/2023 06:26:00 PM,01/28/2023 06:37:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63354667,-73.94772083,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94772083 40.63354667),POINT (-73.948517 40.640085)
351978253,e7085e53c568b93e05c6c959e108d628441c1cedd6d689a2ea6fcbf5fa7e3d9a,01/28/2023 01:20:00 PM,01/28/2023 01:28:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63402217,-73.94787567,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94787567 40.63402217),POINT (-73.948517 40.640085)
351978194,ca17d1eba1472171ca09a7a4ed99c00778ddb3f04a5f9f50737790c3c163d60c,01/28/2023 05:59:00 PM,01/28/2023 06:37:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63354667,-73.94772083,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94772083 40.63354667),POINT (-73.948517 40.640085)
351977996,89b5023db6f52f943d3b5c7e27bf202808421d3c1b8d59d5e482ac3908224f7b,01/28/2023 09:41:00 AM,01/28/2023 09:48:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633762,-73.9476995,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476995 40.633762),POINT (-73.948517 40.640085)
351977942,b6c11e900177ef2cb3afc9efbd61c763ed48b1b2a071aebc7e8ce76e424cd97a,01/28/2023 09:42:00 AM,01/28/2023 09:49:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6334835,-73.94767183,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94767183 40.6334835),POINT (-73.948517 40.640085)
351969552,28d7b4521b8e3604323ed85e3322b2aa478f1c4c12a888350eae69eaf8a740bf,01/28/2023 04:25:16 PM,01/28/2023 04:43:18 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.632186,-73.9476466666667,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9476466666667 40.632186),POINT (-73.947438 40.631827)
351969539,183beaf4764e017c12587fb451f21615b65f424ffce017a0f8060ae5f9a84307,01/28/2023 04:22:00 PM,01/28/2023 04:41:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63052517,-73.94749867,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94749867 40.63052517),POINT (-73.945851 40.62188)
351963654,079d0ef3083cd5d58120dd0315205f6b1b8ac306cf1eb53b9409a6781102d7a5,01/28/2023 03:20:00 PM,01/28/2023 03:31:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63371,-73.9476905,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476905 40.63371),POINT (-73.948517 40.640085)
351963649,86f875e9c9d3142cf44c02c897b7a140e7a5639a69dcbe5c7c6145bfe43fbb9b,01/28/2023 02:56:59 PM,01/28/2023 03:31:27 PM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.633976,-73.9477118333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477118333333 40.633976),POINT (-73.948517 40.640085)
351961673,55e44f516c9900dddd77249e349839178bb2087f480b1047fe4e3b946930f41e,01/28/2023 02:57:00 PM,01/28/2023 03:41:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63381983,-73.94771217,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94771217 40.63381983),POINT (-73.948517 40.640085)
351961629,a209fd9a02358d23b5d673bdc8958c0e0fc35fdebaa1eb3c3f482d0d82110550,01/28/2023 02:28:50 PM,01/28/2023 02:57:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6338768333333,-73.9476461666667,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476461666667 40.6338768333333),POINT (-73.948517 40.640085)
351961457,2e03dca45169957bc4df3ee0e2b5d9811562721d010793fe23b89c2d4fd33744,01/28/2023 02:57:00 PM,01/28/2023 03:19:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6339885,-73.94778367,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94778367 40.6339885),POINT (-73.948517 40.640085)
351957955,a81836dfd735ce0d3c5557012441163f538804f25453c487b8ed0fd98fb8d063,01/28/2023 02:29:31 PM,01/28/2023 05:54:10 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6334966666667,-73.9476743333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476743333333 40.6334966666667),POINT (-73.948517 40.640085)
351957954,4752bcd02986ba3dfad4784bede6b34355bfb038cb60dcf90a96b8a54b71d52c,01/28/2023 08:49:49 AM,01/28/2023 03:40:32 PM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.6360101666667,-73.9479035,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9479035 40.6360101666667),POINT (-73.948517 40.640085)
351956200,433abb517d1341b0f458ef32fb72aeabedd2aa52b59d37301b1ff80f99d7ad1b,01/28/2023 04:22:00 PM,01/28/2023 05:16:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63039333,-73.94743133,303376,NOSTRAND AV/AV L,40.62188,-73.945851,POINT (-73.94743133 40.63039333),POINT (-73.945851 40.62188)
351956198,7cd1474ef4cc4ae6ce382dc0f97c25029121d7aab9820e20edc3dd271381ade7,01/28/2023 03:43:00 PM,01/28/2023 04:41:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6334255,-73.94767533,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94767533 40.6334255),POINT (-73.948517 40.640085)
351955999,75be30c3723d5c51fdfaa507e4abb5e7eafa96cccfde02b0c60fb991db1bd084,01/28/2023 05:50:18 PM,01/28/2023 06:36:33 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6348476666667,-73.9478648333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478648333333 40.6348476666667),POINT (-73.948517 40.640085)
351955997,c184e5f196858725d959e072562859b6335c5278d9b55e340d3223c6720e8bc7,01/28/2023 05:24:00 PM,01/28/2023 05:50:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63478317,-73.947797,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947797 40.63478317),POINT (-73.948517 40.640085)
351952516,71d0983010a22678619c779cdcf13bf718694a4801b4b03e37c0cf28c3aa962a,01/28/2023 09:10:01 AM,01/28/2023 10:15:11 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6322828333333,-73.9475931666667,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9475931666667 40.6322828333333),POINT (-73.947438 40.631827)
