Violation ID,Vehicle ID,First Occurrence,Last Occurrence,Violation Status,Violation Type,Bus Route ID,Violation Latitude,Violation Longitude,Stop ID,Stop Name,Bus Stop Latitude,Bus Stop Longitude,Violation Georeference,Bus Stop Georeference
364792108,72d4e3f258cc2881d180c55b59d3e0a0cfae54a012e9bc4eac3202f5030c8a74,05/05/2023 05:53:00 PM,05/05/2023 06:13:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.66885833,-73.95054667,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.95054667 40.66885833),POINT (-73.950508 40.670871)
364763146,2a5e8c8325f2e93fe50332ca7e357808898de50ce4d8ef1969c5c96976c48f23,05/05/2023 05:29:19 PM,05/05/2023 06:09:24 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6347003333333,-73.9478078333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9478078333333 40.6347003333333),POINT (-73.948517 40.640085)
364762033,1ebdffbe460d5d6fc311bd45bc106d313f8e49f981edf009a8c5104cef9c17e6,05/05/2023 02:40:00 PM,05/05/2023 02:53:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.64161833,-73.95151667,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.95151667 40.64161833),POINT (-73.95136 40.641107)
364755926,9ad397cf16b78e9c2999033eb8c3d9d7f887ec6d578cc4ce4af0209af7bd0024,05/05/2023 04:01:52 PM,05/05/2023 04:29:05 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6322716666667,-73.9476921666667,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9476921666667 40.6322716666667),POINT (-73.947438 40.631827)
364719333,,05/05/2023 07:06:57 AM,05/05/2023 07:36:32 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.648957,-73.9523748333333,303937,ROGERS AV/AV D,40.641107,-73.95136,POINT (-73.9523748333333 40.648957),POINT (-73.95136 40.641107)
364719242,bff6a837228080b79ba9679aba6bbfa13da0280f15b2de2833e53e52d98c2446,05/05/2023 07:26:32 AM,05/05/2023 08:55:01 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6536848333333,-73.9498591666667,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.9498591666667 40.6536848333333),POINT (-73.950113 40.655011)
364719222,f21722edd7950b541694191a7dc9dfe543150b75e2b5b18b786c2e269fcaede0,05/05/2023 11:10:00 AM,05/05/2023 11:16:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63714833,-73.94805433,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94805433 40.63714833),POINT (-73.948517 40.640085)
364719125,818cf423dce5ca5d87ae9870580e18106de9eaf45a03ef4e87c8b6fd22dce8cd,05/05/2023 07:06:37 AM,05/05/2023 08:28:37 AM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.6989575,-73.9532886666667,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.9532886666667 40.6989575),POINT (-73.953484 40.699506)
364718920,0adad8c5814bc4884657078fb2cf6d1faa5a81f9568adb982a218ef066b28af4,05/05/2023 07:22:33 AM,05/05/2023 07:54:54 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6770773333333,-73.9526541666667,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526541666667 40.6770773333333),POINT (-73.952992 40.671595)
364718919,561dc6fbbc9188068f7ac0e8d13ed19e0b77f0219f77e060c073698c9cc77635,05/05/2023 09:16:02 AM,05/05/2023 09:54:59 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6301406666667,-73.9474351666667,303376,NOSTRAND AV / AV L,40.621818,-73.945831,POINT (-73.9474351666667 40.6301406666667),POINT (-73.945831 40.621818)
364718687,f7f6a04794c8cacebfd6abc20c231e2c5f03925a3961b7f918cea08eea1fa523,05/05/2023 09:15:55 AM,05/05/2023 09:54:49 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6295005,-73.9473723333333,303376,NOSTRAND AV / AV L,40.621818,-73.945831,POINT (-73.9473723333333 40.6295005),POINT (-73.945831 40.621818)
364718463,94e6de03149bd37cdd0d937d705a88f13cc77c2128d3d486a980b25561e18a7a,05/05/2023 07:22:13 AM,05/05/2023 08:46:19 AM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.6666196666667,-73.950859,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950859 40.6666196666667),POINT (-73.950508 40.670871)
364708254,f6e7a6674d41085ca1c833e3b65264b89de43ac984a6bfb7425152c32522fe80,05/05/2023 10:04:13 AM,05/05/2023 10:27:52 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6343525,-73.9477265,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477265 40.6343525),POINT (-73.948517 40.640085)
364708252,80509980ef33db97df0dc41e0a351949993aa63321c54f17241e10eb03c5c3d0,05/05/2023 07:17:35 AM,05/05/2023 08:43:33 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6676116666667,-73.9534933333333,303950,ROGERS AV/EMPIRE BL,40.663626,-73.953748,POINT (-73.9534933333333 40.6676116666667),POINT (-73.953748 40.663626)
364708251,94e6de03149bd37cdd0d937d705a88f13cc77c2128d3d486a980b25561e18a7a,05/05/2023 08:05:53 AM,05/05/2023 08:24:05 AM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.6665743333333,-73.9507143333333,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9507143333333 40.6665743333333),POINT (-73.950508 40.670871)
364708244,c45a9d034e196d948bb5125c612b6bda9600180718da5cd5f5b4745d1b9fb7ee,05/05/2023 07:22:09 AM,05/05/2023 09:52:09 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6669733333333,-73.9507616666667,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9507616666667 40.6669733333333),POINT (-73.950508 40.670871)
364620136,742478826113bfa96bb855d981c105d7ec9a74f11f31a5d84fe385263806f7f6,05/04/2023 06:15:06 PM,05/04/2023 06:28:50 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6360031666667,-73.9480948333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9480948333333 40.6360031666667),POINT (-73.948517 40.640085)
364617788,f3126093dcd5f0306c073292bcf5fee9591e58f02e94dcbd95f48e484bb8bc40,05/04/2023 05:49:19 PM,05/04/2023 05:58:52 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6677071666667,-73.9508183333333,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9508183333333 40.6677071666667),POINT (-73.950508 40.670871)
364607910,828b2403a644d66bfe4c686017fd36ca39ea290a8982049caf936d9aa16d6e8c,05/04/2023 05:12:31 PM,05/04/2023 05:30:21 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772026666667,-73.9526753333333,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526753333333 40.6772026666667),POINT (-73.952992 40.671595)
364607894,5ff74db76ba372937efc22b86b84dccc5d678b733bf94b24a058951a00fcc02c,05/04/2023 04:49:06 PM,05/04/2023 04:59:25 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6339386666667,-73.9477543333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477543333333 40.6339386666667),POINT (-73.948517 40.640085)
364607889,8a870fef38b80f23d71fd88115384d9ac6b3661a4d2fb1ac2c159e92f83bc09b,05/04/2023 05:17:00 PM,05/04/2023 05:29:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.67636733,-73.95269083,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.95269083 40.67636733),POINT (-73.952992 40.671595)
364602819,78f8bf6d89d0d8b643c0d692299f8aa1cacc8acbb33034572f3b03f7c7ccf32a,05/04/2023 04:20:23 PM,05/04/2023 04:48:35 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6301855,-73.9473793333333,303376,NOSTRAND AV / AV L,40.621818,-73.945831,POINT (-73.9473793333333 40.6301855),POINT (-73.945831 40.621818)
364593661,4725fd7f41c82a2a9a3e12590646325251e4f05589ff8c1e24a52786c3944ddd,05/04/2023 03:46:00 PM,05/04/2023 04:06:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6576185,-73.95028283,303463,NOSTRAND AV/EMPIRE BL,40.663474,-73.951015,POINT (-73.95028283 40.6576185),POINT (-73.951015 40.663474)
364584108,d6c140914b21f15fea1351c28d80c30c145702d4d1cbcf2460526a4ab4f310ca,05/04/2023 08:56:09 AM,05/04/2023 09:51:30 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6665333333333,-73.9508436666667,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9508436666667 40.6665333333333),POINT (-73.950508 40.670871)
364577241,3fc7b042dac3ebf23d5013c3f7587668419494f0e309788ea2637fb1882c3f79,05/04/2023 12:31:20 PM,05/04/2023 01:44:49 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6957773333333,-73.9526545,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.9526545 40.6957773333333),POINT (-73.953484 40.699506)
364569768,45b464666399433e679de695ee28ffd67d4c3ba11158f4853c0c4ff526c4c67c,05/04/2023 05:39:00 PM,05/04/2023 06:09:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.631964,-73.94755367,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.94755367 40.631964),POINT (-73.947438 40.631827)
364569767,4c441cbf1c42d2c3b94744ae5015473d96109ec2ad95bd0ff738ada4959b536b,05/04/2023 09:02:16 AM,05/04/2023 06:09:42 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6321388333333,-73.9475968333333,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9475968333333 40.6321388333333),POINT (-73.947438 40.631827)
364569766,69f531439b9618075548400871969c1739a6e39197b3234f255b3332960b81db,05/04/2023 12:22:00 PM,05/04/2023 12:32:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63231483,-73.94762717,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.94762717 40.63231483),POINT (-73.947438 40.631827)
364569757,cfdca1daff0f931bade19e9ae82b64ebb4369e391bed56aebbeef492326bdee4,05/04/2023 04:46:17 PM,05/04/2023 06:30:21 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.677255,-73.9527375,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9527375 40.677255),POINT (-73.952992 40.671595)
364569751,fb46152151f1c3d7cd2fb02d161af6f741f905b5c376442a4ce2f6329fd7f080,05/04/2023 04:29:00 PM,05/04/2023 04:57:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6684955,-73.95054583,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.95054583 40.6684955),POINT (-73.950508 40.670871)
364561058,3f458190e67894eae37e3e122850dc0f47bafbb450166309afda263437ff46e3,05/04/2023 07:16:20 AM,05/04/2023 07:56:30 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6346336666667,-73.9479145,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9479145 40.6346336666667),POINT (-73.948517 40.640085)
364561054,32de3b9430aea54841f0c85a6037a452be2a4e92bdc24ccb3876144512aae080,05/04/2023 08:49:34 AM,05/04/2023 09:20:54 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772856666667,-73.9526351666667,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526351666667 40.6772856666667),POINT (-73.952992 40.671595)
364558876,998466608374ab440581f780174d2223afe03d4b7fd5111efb8d6c403d884cae,05/04/2023 07:19:00 AM,05/04/2023 07:29:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6963985,-73.952743,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.952743 40.6963985),POINT (-73.953484 40.699506)
364439051,cfdca1daff0f931bade19e9ae82b64ebb4369e391bed56aebbeef492326bdee4,05/03/2023 04:10:57 PM,05/03/2023 04:42:42 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6771083333333,-73.9526616666667,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526616666667 40.6771083333333),POINT (-73.952992 40.671595)
364399897,6d8d52f35179083375ec31131178069987d7754c5affaafbf1077cc72fa4b15e,05/03/2023 11:17:00 AM,05/03/2023 11:31:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.67121033,-73.95033383,308435,NOSTRAND AV/FULTON ST,40.67997,-73.949642,POINT (-73.95033383 40.67121033),POINT (-73.949642 40.67997)
364398532,d6951f5957f0bca4cda759c9e1f50693e20811fff174a58c9ac04847788d943c,05/03/2023 07:15:00 AM,05/03/2023 07:21:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63526,-73.947945,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947945 40.63526),POINT (-73.948517 40.640085)
364398531,a1b05b25f25add55bac068f589c861a12fccba6899364aab63f98e353190a0ee,05/03/2023 07:15:00 AM,05/03/2023 07:21:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63570167,-73.948,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.948 40.63570167),POINT (-73.948517 40.640085)
364398304,44c2da0bcebc6ac5e92f458b15b560fcca8752069ae65535968e64d77fdf5e1c,05/03/2023 09:07:21 AM,05/03/2023 04:01:21 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.69401,-73.9523183333333,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.9523183333333 40.69401),POINT (-73.953484 40.699506)
364398302,c1100a3fdb1a25d285e6c064febe44b4309f8f08d87b72e670712e33d3bfa860,05/03/2023 09:23:11 AM,05/03/2023 09:50:20 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6634696666667,-73.9509951666667,303463,NOSTRAND AV/EMPIRE BL,40.663474,-73.951015,POINT (-73.9509951666667 40.6634696666667),POINT (-73.951015 40.663474)
364398076,c45a9d034e196d948bb5125c612b6bda9600180718da5cd5f5b4745d1b9fb7ee,05/03/2023 07:10:07 AM,05/03/2023 09:54:12 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6668603333333,-73.950755,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.950755 40.6668603333333),POINT (-73.950508 40.670871)
364398075,6b2dbcc8172ee53cb962c5bba78794dcc5efc68f56cd73c6449893c29da19658,05/03/2023 11:05:00 AM,05/03/2023 11:19:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.69587533,-73.95260617,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.95260617 40.69587533),POINT (-73.953484 40.699506)
364384796,a52e1c0c20afc3111b039a4128ab9dd650db640d19cf131abcca71cec2446334,05/03/2023 09:45:04 AM,05/03/2023 09:55:05 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6514631666667,-73.949551,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.949551 40.6514631666667),POINT (-73.950113 40.655011)
364384777,c1fffa18961c8c28284b4d698dc9f1d2f50c6911fa4b9e99a589e4fda717eee5,05/03/2023 09:01:50 AM,05/03/2023 09:25:31 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6941,-73.9522538333333,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.9522538333333 40.6941),POINT (-73.953484 40.699506)
364384733,67e3a87a6547c86c0afca7021d0087320fbce45a2a477fd8cb47aafa323e86ae,05/03/2023 08:22:34 AM,05/03/2023 09:12:34 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772198333333,-73.952702,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.952702 40.6772198333333),POINT (-73.952992 40.671595)
364384732,db8a9bae825d80da0ee26d423ef176c8cf02f3a0026f400808bde42a15f00d5e,05/03/2023 09:28:31 AM,05/03/2023 09:52:30 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6338993333333,-73.9476788333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476788333333 40.6338993333333),POINT (-73.948517 40.640085)
364297956,17015544db19db8ad879d695130e2ccf8f295eda5e0b50d8a7f67e137409347c,05/02/2023 05:36:12 PM,05/02/2023 06:12:18 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63003,-73.947415,303376,NOSTRAND AV / AV L,40.621818,-73.945831,POINT (-73.947415 40.63003),POINT (-73.945831 40.621818)
364297714,19098686ea31b4cb2927c2ea0d414f3c217c374b0f179b5294c7beb5f911c921,05/02/2023 04:57:00 PM,05/02/2023 05:23:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63396333,-73.947705,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947705 40.63396333),POINT (-73.948517 40.640085)
364289518,8fe4d8fbf76d28b3a6a660217bb4b9ac303f8e4daf7ee484e13218fbe06abf1c,05/02/2023 05:34:17 PM,05/02/2023 06:00:58 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772688333333,-73.952682,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.952682 40.6772688333333),POINT (-73.952992 40.671595)
364286482,38211295293dda95c4b055044034e6ee3651a5290bbbe09345d232999db0960b,05/02/2023 05:13:21 PM,05/02/2023 05:42:49 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6319018333333,-73.9475018333333,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9475018333333 40.6319018333333),POINT (-73.947438 40.631827)
364278345,f86378dc1f77305ed7d0de4ea3e1913f24042cd20d870649475c191d803d6019,05/02/2023 04:21:07 PM,05/02/2023 04:31:09 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.633278,-73.947723,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.947723 40.633278),POINT (-73.948517 40.640085)
364268609,f7b2b95ba3647337f3b8265c03516b481e0b55529e3f6c254e5abf85f248349f,05/02/2023 02:13:00 PM,05/02/2023 02:19:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6336545,-73.9476765,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9476765 40.6336545),POINT (-73.948517 40.640085)
364268608,a2fffc87af47226047259f2054e706dbb6b533ed0b96910fa542b83a187d2611,05/02/2023 02:13:40 PM,05/02/2023 02:19:48 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6338243333333,-73.9477115,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477115 40.6338243333333),POINT (-73.948517 40.640085)
364268607,553cc1de9dbe0518503c4f4f44d8f4142f445f84b4c46f6abf6f1eef9cbf5ff2,05/02/2023 02:13:00 PM,05/02/2023 02:19:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.633916,-73.94773583,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94773583 40.633916),POINT (-73.948517 40.640085)
364267893,c280d5be115143fd32eed8ab981c0d1d5cffe581e6378eea21f00ac98e243c69,05/02/2023 02:55:39 PM,05/02/2023 03:09:53 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6364343333333,-73.9509348333333,901278,NOSTRAND AV/AV H,40.631827,-73.947438,POINT (-73.9509348333333 40.6364343333333),POINT (-73.947438 40.631827)
364258792,2c387d9f63e5d1efa0e3af91e4036392d8b10a12fb954f402fa13da84322573b,05/02/2023 09:34:00 AM,05/02/2023 11:25:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6604205,-73.953533,303945,ROGERS AV/CLARKSON AV,40.65552,-73.952902,POINT (-73.953533 40.6604205),POINT (-73.952902 40.65552)
364258791,aec917b6b5f0b803173085eb04d0e2a7a021ce7ac27428516ef6516fa75fcecc,05/02/2023 09:06:34 AM,05/02/2023 01:41:05 PM,DRIVER/VEHICLE INFO MISSING,MOBILE BUS LANE,B44+,40.6991733333333,-73.953355,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.953355 40.6991733333333),POINT (-73.953484 40.699506)
364233564,1b39fb3474dcab4a5cb0742cc93605ac042dfd4cf654af60a0eb5f13da2de6a7,05/02/2023 12:06:00 PM,05/02/2023 01:06:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.65459533,-73.95286867,303942,ROGERS AV/CHURCH AV,40.651173,-73.95244,POINT (-73.95286867 40.65459533),POINT (-73.95244 40.651173)
364233552,7b5b8b20240cb2f018332b5cffcd11cbd2c6f2bc3b34f104c33d0a465628f49f,05/02/2023 03:49:54 PM,05/02/2023 04:29:51 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.68751,-73.9509805,303446,NOSTRAND AV/KOSCIUSKO ST,40.690754,-73.951722,POINT (-73.9509805 40.68751),POINT (-73.951722 40.690754)
364232972,f26b3efc19a12e9a84d54d6ae6027b700a5bacd3691fa80a8469a4914ac45ef7,05/02/2023 08:39:23 AM,05/02/2023 10:49:45 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6536916666667,-73.9498116666667,303469,NOSTRAND AV/CLARKSON AV,40.655011,-73.950113,POINT (-73.9498116666667 40.6536916666667),POINT (-73.950113 40.655011)
364227052,636ab00a3f587c7439211a28ad6ca6367c1792b3cb8902eec9bffa8fac38c342,05/02/2023 09:15:57 AM,05/02/2023 10:14:11 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6938196666667,-73.9522606666667,303441,LEE AV/FLUSHING AV,40.699506,-73.953484,POINT (-73.9522606666667 40.6938196666667),POINT (-73.953484 40.699506)
364226990,251c2f9fee71f30711db94bacc65c5adb247add98bf47492905b177a1c30f0eb,05/02/2023 07:11:00 AM,05/02/2023 09:39:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.66664983,-73.95362367,303950,ROGERS AV/EMPIRE BL,40.663626,-73.953748,POINT (-73.95362367 40.66664983),POINT (-73.953748 40.663626)
364226989,e35adaabdaeb13b4a1ec96fca17882a935d0029e49f31ac6e2894a827012741f,05/02/2023 07:15:15 AM,05/02/2023 07:38:45 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772611666667,-73.9526851666667,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526851666667 40.6772611666667),POINT (-73.952992 40.671595)
364226972,f7f6a04794c8cacebfd6abc20c231e2c5f03925a3961b7f918cea08eea1fa523,05/02/2023 09:15:52 AM,05/02/2023 09:35:14 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6294816666667,-73.9474166666667,303376,NOSTRAND AV / AV L,40.621818,-73.945831,POINT (-73.9474166666667 40.6294816666667),POINT (-73.945831 40.621818)
364226971,3f458190e67894eae37e3e122850dc0f47bafbb450166309afda263437ff46e3,05/02/2023 08:30:26 AM,05/02/2023 09:34:21 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6338841666667,-73.9477215,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9477215 40.6338841666667),POINT (-73.948517 40.640085)
364226958,c45a9d034e196d948bb5125c612b6bda9600180718da5cd5f5b4745d1b9fb7ee,05/02/2023 08:14:29 AM,05/02/2023 09:21:41 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,40.6667953333333,-73.9507685,303459,NOSTRAND AV/ST JOHNS PL,40.670871,-73.950508,POINT (-73.9507685 40.6667953333333),POINT (-73.950508 40.670871)
364226921,beb027e83167d21914cbc336db1fdf96d30fe6866baa8a6dba82577cea2df7be,05/02/2023 08:23:17 AM,05/02/2023 09:52:26 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,40.6772558333333,-73.9526625,901280,ROGERS AV/SAINT JOHNS PLACE,40.671595,-73.952992,POINT (-73.9526625 40.6772558333333),POINT (-73.952992 40.671595)
364168043,c36d87d28bf8f167993468939a53a63d3161686e892176122bc4dfd218fe9d02,05/01/2023 06:09:00 PM,05/01/2023 06:25:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63332983,-73.94766367,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94766367 40.63332983),POINT (-73.948517 40.640085)
364168038,7ddeb74644b296c061f84fdd1236b9e2911a442ac61985dffa04efbcfc9fbaa8,05/01/2023 06:07:00 PM,05/01/2023 06:25:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63380217,-73.94769983,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94769983 40.63380217),POINT (-73.948517 40.640085)
364168028,0d8aaa795269ab81e25342db8e3c122beeacd69490a6cfca68773f538a4552ff,05/01/2023 06:01:43 PM,05/01/2023 06:19:54 PM,EXEMPT - OTHER,MOBILE BUS LANE,B44+,40.6801553333333,-73.9496435,307905,NOSTRAND AV/GATES AV,40.685866,-73.950754,POINT (-73.9496435 40.6801553333333),POINT (-73.950754 40.685866)
364149839,117c2cee7a612416206d253c3ff93b98915c1a32c4709f31836897ebcf05ebd0,05/01/2023 06:06:54 PM,05/01/2023 06:45:05 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,40.6357273333333,-73.9480768333333,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.9480768333333 40.6357273333333),POINT (-73.948517 40.640085)
364143009,b6f01db73d6ee666947aca97595dc292f2156811a51bcf82fd9036ccdba5a40a,05/01/2023 06:31:00 PM,05/01/2023 06:39:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.63462767,-73.94782083,303477,NOSTRAND AV/NEWKIRK AV,40.640085,-73.948517,POINT (-73.94782083 40.63462767),POINT (-73.948517 40.640085)
364143008,b0a4a45ac35d4ffbb4ddc46b920722f4964f29df36f5f7a3a2f584f30f374c24,05/01/2023 06:30:30 PM,05/01/2023 06:36:31 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,40.6569353333333,-73.9502911666667,303463,NOSTRAND AV/EMPIRE BL,40.663474,-73.951015,POINT (-73.9502911666667 40.6569353333333),POINT (-73.951015 40.663474)
